index,type,name,resident,streamed,parentStack
2132,image,i_mtl_p7_sink_ceramic_old_01_n,287,1441792,|mc/mtl_p7_sink_ceramic_old_01|material|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2133,image,i_t7_decal_grunge_moss_grime_c,279,218440,|mc/mtl_p7_sink_ceramic_old_01|material|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2134,material,mc/mtl_p7_sink_ceramic_old_01,1635,0,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2135,image,i_mtl_p7_sink_ceramic_old_01_pipes_m,277,109232,|mc/mtl_p7_sink_ceramic_old_01_pipes|material|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2136,image,i_mtl_p7_sink_ceramic_old_01_pipes_o,293,65536,|mc/mtl_p7_sink_ceramic_old_01_pipes|material|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2137,image,i_mtl_p7_sink_ceramic_old_01_pipes_n,309,218472,|mc/mtl_p7_sink_ceramic_old_01_pipes|material|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2138,material,mc/mtl_p7_sink_ceramic_old_01_pipes,1673,0,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2139,xmodelmesh,p7_sink_ceramic_old_01_lod05d7babfd,456,49120,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2140,xmodelmesh,p7_sink_ceramic_old_01_lod04bf30258,456,99424,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2141,xmodelmesh,p7_sink_ceramic_old_01_col52b34b8,10296,0,|p7_sink_ceramic_old_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2142,xmodel,p7_sink_ceramic_old_01,9488,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2143,image,i_p7_bench_plastic_modern_01_metal_m,269,703400,|mc/mtl_p7_bench_plastic_modern_01_metal|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2144,image,i_t7_micro_metal_painted_02_n,294,371384,|mc/mtl_p7_cai_light_metal_lamppost_yellow|material|p7_cai_light_metal_lamppost|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2145,image,i_p7_bench_plastic_modern_01_metal_n,293,1441792,|mc/mtl_p7_bench_plastic_modern_01_metal|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2146,material,mc/mtl_p7_bench_plastic_modern_01_metal,1536,0,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2147,image,i_p7_bench_plastic_modern_01_plastic_detail_m,142,393208,|mc/mtl_p7_bench_plastic_modern_01_plastic|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2148,image,i_t7_micro_plastic_scratched_01_g,282,218448,|mc/mtl_p7_bench_plastic_modern_01_plastic|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2149,image,i_p7_bench_plastic_modern_01_plastic_detail_n,326,196632,|mc/mtl_p7_bench_plastic_modern_01_plastic|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2150,material,mc/mtl_p7_bench_plastic_modern_01_plastic,1762,0,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2151,image,i_t7_decal_metal_fasteners_n,2845,0,|mc/mtl_p7_bench_plastic_modern_01_bolts|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2152,image,i_t7_decal_metal_fasteners_c,109,196608,|mc/mtl_p7_bench_plastic_modern_01_bolts|material|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2153,material,mc/mtl_p7_bench_plastic_modern_01_bolts,1246,0,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2154,material,mc/mtl_p7_bench_plastic_modern_01_bottom,1488,0,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2155,xmodelmesh,p7_bench_plastic_modern_01_set_lod1d8eda054,576,19536,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2156,xmodelmesh,p7_bench_plastic_modern_01_set_lod026eae4d5,576,24432,|p7_bench_plastic_modern_01_white|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2157,xmodel,p7_bench_plastic_modern_01_white,3316,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2158,image,i_mtl_p7_desk_metal_military_01_m,122,742440,|mc/mtl_p7_desk_metal_military_01|material|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2159,image,i_mtl_p7_desk_metal_military_01_o,11218,0,|mc/mtl_p7_desk_metal_military_01|material|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2160,image,i_t7_micro_metal_painted_scuffed_01_g,118,196608,|mc/mtl_p7_desk_metal_military_01|material|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2161,image,i_mtl_p7_desk_metal_military_01_n,298,1419960,|mc/mtl_p7_desk_metal_military_01|material|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2162,material,mc/mtl_p7_desk_metal_military_01,1912,0,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2163,image,black_glass,268,0,|mc/mtl_p7_desk_glass_military_01|material|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2164,material,mc/mtl_p7_desk_glass_military_01,740,0,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2165,xmodelmesh,p7_desk_metal_military_01c464ca7b,344,54480,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2166,xmodelmesh,p7_desk_metal_military_01a3b5a256,344,84320,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2167,xmodelmesh,p7_desk_metal_military_01_col307b4c70,3944,0,|p7_desk_metal_military_01|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2168,xmodel,p7_desk_metal_military_01,3248,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2169,image,i_mtl_p7_chair_folding_n,105,1434064,|mc/mtl_p7_chair_folding|material|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2170,image,i_mtl_p7_chair_folding_c,281,1441792,|mc/mtl_p7_chair_folding|material|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2171,material,mc/mtl_p7_chair_folding,1118,0,|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2172,xmodelmesh,p7_anim_sin_bar_room_chair_lod01c12fdc0,240,91776,|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2173,xmodelmesh,p7_anim_sin_bar_room_chair_lod025474f4b,240,150704,|p7_anim_sin_bar_room_chair|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2174,xmodel,p7_anim_sin_bar_room_chair,8900,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2175,image,i_mtl_veh_t7_civ_truck_med_fuelcell_r,126,762392,|mc/mtl_veh_t7_civ_truck_med_fuelcell_metal|material|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2176,image,i_mtl_veh_t7_civ_truck_med_fuelcell_o,294,65536,|mc/mtl_veh_t7_civ_truck_med_fuelcell_metal|material|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2177,image,i_t7_micro_metal_cast_iron_n,293,371384,|wc/t7_drywall_base_cream|material|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2178,image,i_mtl_veh_t7_civ_truck_med_fuelcell_n,294,1441792,|mc/mtl_veh_t7_civ_truck_med_fuelcell_metal|material|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2179,material,mc/mtl_veh_t7_civ_truck_med_fuelcell,1749,0,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2180,material,mc/mtl_veh_t7_civ_truck_med_fuelcell_paint,1760,0,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2181,material,mc/mtl_veh_t7_civ_truck_med_fuelcell_metal,1520,0,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2182,image,i_caution_read_first_c,103,87392,|mc/mtl_t7_veh_decal_caution_read_first|material|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2183,material,mc/mtl_t7_veh_decal_caution_read_first,881,0,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2184,xmodelmesh,veh_t7_civ_truck_med_attch_fuelcell_lod179b5e2e3,592,55312,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2185,xmodelmesh,veh_t7_civ_truck_med_attch_fuelcell_lod12b8ad92f,584,89824,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2186,xmodelmesh,veh_t7_civ_truck_med_attch_fuelcell_col3a38b5a2,3008,0,|veh_t7_civ_truck_med_attch_fuelcell|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2187,xmodel,veh_t7_civ_truck_med_attch_fuelcell,2664,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2188,image,i_mtl_veh_t7_civ_truck_med_bed01_r,123,2803960,|mc/mtl_veh_t7_civ_truck_med_bed01_decal_rubber|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2189,image,i_veh_t7_civ_truck_med_bed01_o,287,65536,|mc/mtl_veh_t7_civ_truck_med_bed01_decal_rubber|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2190,image,i_veh_t7_civ_truck_med_bed01_n,295,5614264,|mc/mtl_veh_t7_civ_truck_med_bed01_decal_rubber|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2191,material,mc/mtl_veh_t7_civ_truck_med_bed01_egypt,1527,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2192,image,i_mtl_veh_t7_civ_truck_med_bed02_r,123,2839880,|mc/mtl_veh_t7_civ_truck_med_bed02_ethiopia|material|veh_t7_civ_truck_med_attch_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2193,image,i_veh_t7_civ_truck_med_bed02_o,287,65536,|mc/mtl_veh_t7_civ_truck_med_bed02_ethiopia|material|veh_t7_civ_truck_med_attch_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2194,image,i_veh_t7_civ_truck_med_bed02_n,295,1419960,|mc/mtl_veh_t7_civ_truck_med_bed02_ethiopia|material|veh_t7_civ_truck_med_attch_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2195,material,mc/mtl_veh_t7_civ_truck_med_bed02_egypt,1743,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2196,image,i_veh_t7_civ_truck_med_bed01_rails_n,229,218528,|mc/mtl_veh_t7_civ_truck_med_bed01_rails_egypt|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2197,image,i_veh_t7_civ_truck_med_bed01_rails_g,229,109176,|mc/mtl_veh_t7_civ_truck_med_bed01_rails_egypt|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2198,image,i_veh_t7_civ_truck_med_bed01_rails_c,293,131072,|mc/mtl_veh_t7_civ_truck_med_bed01_rails_egypt|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2199,material,mc/mtl_veh_t7_civ_truck_med_bed01_rails_egypt,1353,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2200,material,mc/mtl_veh_t7_civ_truck_med_bed01_plastic_blk,1528,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2201,material,mc/mtl_veh_t7_civ_truck_med_bed01_metal,1424,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2202,material,mc/mtl_veh_t7_civ_truck_med_bed01_plastic_grey,1744,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2203,techset,mc/lit_decal_micro_tile_mix_plus#e6142445,172730,0,|mc/mtl_veh_t7_civ_truck_med_bed01_decal_rubber|material|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2204,material,mc/mtl_veh_t7_civ_truck_med_bed01_decal_rubber,1334,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2205,xmodelmesh,veh_t7_civ_truck_med_attch_cargo_short_lod1ab6df30,1224,322568,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2206,xmodelmesh,veh_t7_civ_truck_med_attch_cargo_short_lod12b2f91a,1224,356128,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2207,xmodelmesh,veh_t7_civ_truck_med_attch_cargo_short_col64d5c32b,38744,0,|veh_t7_civ_truck_med_attch_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2208,xmodel,veh_t7_civ_truck_med_attch_cargo_short_egypt,27200,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2209,image,i_mtl_veh_t7_civ_truck_med_tires_r,43,719368,|mc/mtl_veh_t7_civ_truck_med_wheel_metal|material|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2210,image,i_veh_t7_civ_truck_med_tires_o,287,65536,|mc/mtl_veh_t7_civ_truck_med_wheel_metal|material|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2211,image,i_veh_t7_civ_truck_med_tires_n,295,1419960,|mc/mtl_veh_t7_civ_truck_med_wheel_metal|material|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2212,material,mc/mtl_veh_t7_civ_truck_med_tires,1383,0,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2213,material,mc/mtl_veh_t7_civ_truck_med_wheel,1600,0,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2214,material,mc/mtl_veh_t7_civ_truck_med_wheel_metal,1136,0,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2215,xmodelmesh,veh_t7_civ_truck_med_wheel_back_attach_lod1c9d5a831,472,55056,|veh_t7_civ_truck_med_wheel_back_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2216,xmodelmesh,veh_t7_civ_truck_med_wheel_back_attach_lod0a6e71b7c,480,90640,|veh_t7_civ_truck_med_wheel_back_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2217,xmodel,veh_t7_civ_truck_med_wheel_back_attch,7052,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2218,xmodelmesh,veh_t7_civ_truck_med_wheel_front_attach_lod1886f744e,484,45680,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2219,xmodelmesh,veh_t7_civ_truck_med_wheel_front_attach_lod02eb6b30,480,67152,|veh_t7_civ_truck_med_wheel_front_attch|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2220,xmodel,veh_t7_civ_truck_med_wheel_front_attch,5532,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2221,image,i_t7_micro_metal_painted_02_c,38,222056,|mc/mtl_p7_cai_light_metal_lamppost_yellow|material|p7_cai_light_metal_lamppost|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2222,material,mc/mtl_veh_t7_civ_truck_med_body_clean_egypt,1566,0,|veh_t7_civ_truck_med_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2223,xmodelmesh,veh_t7_civ_truck_med_base_short_lod186714c53,2264,1376600,|veh_t7_civ_truck_med_cargo_short_egypt|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2224,xmodelmesh,veh_t7_civ_truck_med_base_short_lod1aab7e727,2256,1518304,|veh_t7_civ_truck_med_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2225,xmodelmesh,veh_t7_civ_truck_med_base_short_col_lod0e32c44e3,54000,0,|veh_t7_civ_truck_med_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2226,xmodel,veh_t7_civ_truck_med_cargo_short_egypt,46664,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2227,image,i_mtl_veh_t7_civ_truck_med_delivery_r,46,2806728,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2228,image,i_veh_t7_civ_truck_med_delivery_o,290,65536,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2229,image,i_mtl_p7_microtile_plaster_n,293,371384,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2230,image,i_mtl_p7_microtile_plaster_g,277,218440,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2231,image,i_veh_t7_civ_truck_med_delivery_n,298,5614264,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2232,image,i_mtl_p7_microtile_plaster_c,277,742728,|mc/mtl_veh_t7_civ_truck_med_delivery|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2233,material,mc/mtl_veh_t7_civ_truck_med_delivery_euro,1559,0,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2234,image,i_mtl_veh_t7_civ_truck_med_spoiler_r,125,720896,|mc/mtl_veh_t7_civ_truck_med_spoiler_paint2|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2235,image,i_veh_t7_civ_truck_med_spoiler_o,289,65536,|mc/mtl_veh_t7_civ_truck_med_spoiler_paint2|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2236,image,i_veh_t7_civ_truck_med_spoiler_n,297,1419960,|mc/mtl_veh_t7_civ_truck_med_spoiler_paint2|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2237,material,mc/mtl_veh_t7_civ_truck_med_spoiler_euro,1761,0,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2238,image,i_t7_micro_metal_rust_02_c,115,218440,|mc/mtl_veh_t7_city_car_body_hood_under|material|veh_t7_civ_city_car_destructible_green|xmodel|maps/zm/zm_school.d3dbsp|col_map|zone_source/zm_school.zone|csv
2239,material,mc/mtl_veh_t7_civ_truck_med_spoiler_frame,1765,0,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2240,material,mc/mtl_veh_t7_civ_truck_med_spoiler_paint2_euro,1768,0,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2241,material,mc/mtl_veh_t7_civ_truck_med_spoiler_trim,1424,0,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2242,image,i_veh_t7_civ_truck_med_delivery_decal_c,104,109272,|mc/mtl_veh_t7_civ_truck_med_delivery_stripe_decal|material|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2243,material,mc/mtl_veh_t7_civ_truck_med_delivery_stripe_decal,464,0,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2244,material,mc/mtl_veh_t7_civ_truck_med_delivery_door,1704,0,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2245,material,mc/mtl_veh_t7_civ_truck_med_delivery_black,1424,0,|veh_t7_civ_truck_med_attch_extd_delivery|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2246,xmodelmesh,veh_t7_civ_truck_med_attch_delivery_lod16c74b63b,1480,227792,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2247,xmodelmesh,veh_t7_civ_truck_med_attch_delivery_lod1bd1af5dc,1488,324880,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2248,xmodelmesh,veh_t7_civ_truck_med_attch_delivery_col9a05644b,20192,0,|veh_t7_civ_truck_med_attch_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2249,xmodel,veh_t7_civ_truck_med_attch_delivery_euro,14688,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2250,material,mc/mtl_veh_t7_civ_truck_med_body_clean_euro,1464,0,|veh_t7_civ_truck_med_extd_delivery_vintage|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2251,material,mc/mtl_veh_t7_civ_truck_med_body_paint2_euro,1520,0,|veh_t7_civ_truck_med_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2252,xmodelmesh,veh_t7_civ_truck_med_base_short_lod1e9e57bf9,2264,1061920,|veh_t7_civ_truck_med_delivery_euro|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2253,xmodel,veh_t7_civ_truck_med_delivery_euro,44080,0,|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
2254,material,mc/mtl_veh_t7_civ_truck_med_bed02_ethiopia,1592,0,|veh_t7_civ_truck_med_attch_flatbed_ethiopia|xmodel|maps/zm/zm_school.d3dbsp|gfx_map|zone_source/zm_school.zone|csv
